ID,cov.5S
003860a34c9b244a5d8435b220ca5673,5.6965486329
04dad306f9be80db39f4be578091aa11,16.3630658897
08886fe521e2ff176295468dc519d9f3,7.96772747647
09f52a751a3bd08f2fd4dcc61a046ed0,13.9390407889
0e66d92c70e71ca68bc7df03f140ac23,13.5602868669
0fb4ae5b4fe04b81ebf63b3eac09c4c3,7.72702823846
1194ab7c994b6a6e775de7260c86068c,4.54594352308
1afc6bc8152648c1a4ea85bc89ab926a,13.6391752577
25afb594517b6fc2c6bc85a0c66b667c,10.0367548185
278ba239dee396794cbfdd659cef87f6,8.90676826535
2da9f52ad34b5f74308fb4492c9dd134,15.7404751233
36c23dfb45da8cda46af63a39d69766c,2.31420887494
3886522fcb4f50f10124f140ae535107,13.8171223667
39300c8aac13e03d467f7a274c0a7b6c,3.16405199462
3f366b6605e4121de55f85f4002791c0,5.55939040789
3f75e014e177132805d2777c7c9ddccd,5.6207978485
443ddc6820a4dad1e07abf188b2112af,10.1102644554
4d5907b73a2622840152c66ae4b47b09,9.44912595249
53a151cc962a0e0f0cfe62c1e6b29810,23.4773644106
592d1b0ed845160b9526409972fc2963,13.1546391753
6277c358b68c67bb3fcfd7a7515aa59b,9.2895562528
660390b51c0c7556d19d14d86f490de4,2.03675481847
89d63b331e9cc8c8677ecf2d62b794da,7.93590318243
8b875f224d4fb52377dda158b92379cc,20.9466606903
8b9f9dccf83b6b131668989350c210d2,3.65800089646
8e0af4f2274023a7637905cc63e32fba,14.6149708651
95f6c93a54de9ba213b74318ef230a9c,1.56207978485
bc515e19f91861bda91eea2c2d89a8d0,3.47646795159
C347.TCGA-17-Z004-01A-01W-0746-08.1,14.5965934558
C347.TCGA-18-3407-01A-01D-0983-08.16,39.5602868669
C347.TCGA-18-3408-01A-01D-0983-08.16,53.2447333035
C347.TCGA-18-3409-01A-01D-0983-08.17,22.6638278799
C347.TCGA-18-3412-01A-01D-0983-08.17,20.7503361721
C347.TCGA-44-3398-01A-01D-1105-08.5,1.45943523084
C347.TCGA-46-3769-01A-01D-0983-08.17,18.1564320932
C347.TCGA-55-1595-01A-01D-0969-08.1,14.3581353653
C508.TCGA-21-1082-01A-01D-1521-08.3,1.39399372479
C508.TCGA-21-5782-01A-01D-1632-08.1,1.15777678171
C508.TCGA-22-5480-01A-01D-1632-08.1,0.71313312416
C508.TCGA-34-5236-01A-21D-1817-08.2,0.646346929628
C508.TCGA-39-5019-01A-01D-1817-08.2,0.709547288212
C508.TCGA-43-6771-01A-11D-1817-08.2,0.916629314209
C508.TCGA-56-8304-01A-11D-2323-08.5,1.02106678619
C508.TCGA-56-8623-01A-11D-2395-08.1,0.474226804124
C508.TCGA-56-8626-01A-11D-2395-08.2,1.35723890632
C508.TCGA-60-2713-01A-01D-1522-08.5,1.25952487674
C508.TCGA-63-A5MB-01A-11D-A26M-08.3,5.33437920215
C508.TCGA-66-2780-01A-01D-1522-08.5,0.951591214702
C508.TCGA-77-8145-01A-11D-2244-08.1,11.3675481847
C508.TCGA-77-8153-01A-11D-2395-08.1,0.30479605558
C508.TCGA-85-8070-01A-11D-2244-08.1,0.306588973554
C508.TCGA-85-8582-01A-21D-2395-08.1,0.77722994173
C508.TCGA-85-A4CN-01A-11D-A24D-08.1,0.238458090542
C508.TCGA-94-A4VJ-01A-11D-A257-08.1,0.810847153743
C508.TCGA-98-8023-01A-11D-2244-08.1,0.405199462125
C508.TCGA-LA-A7SW-01A-11D-A401-08.1,2.51501568803
C508.TCGA-LUSC-2703-TP-11D-2042-08.5,0.272523532048
C508.TCGA-LUSC-4609-TP-21D-2122-08.3,0.271178843568
C508.TCGA-LUSC-6867-TP-11D-2042-08.10,0.202151501569
C508.TCGA-LUSC-7696-TP-11D-2122-08.4,0.203496190049
C508.TCGA-LUSC-7710-TP-11D-2122-08.3,0.272523532048
C508.TCGA-LUSC-7809-TP-21D-2122-08.3,0.475123263111
C508.TCGA-LUSC-7964-TP-21D-2184-08.2,1.24473330345
C508.TCGA-NC-A5HE-01A-11D-A26M-08.3,1.09950694756
C508.TCGA-NK-A5D1-01A-11D-A26M-08.5,0.404751232631
C509.TCGA-05-5423-01A-01D-1625-08.1,1.38771851188
C509.TCGA-44-5643-01A-01D-1625-08.1,1.08695652174
C509.TCGA-44-6778-01A-11D-1855-08.2,0.541012998655
C509.TCGA-44-7667-01A-31D-2063-08.1,0.401613626177
C509.TCGA-44-7669-01A-21D-2063-08.3,0.134917077544
C509.TCGA-44-A4SS-01A-11D-A24P-08.3,1.05199462125
C509.TCGA-49-4487-01A-21D-1855-08.2,0.745405647692
C509.TCGA-53-7624-01A-11D-2063-08.1,0.408785298073
C509.TCGA-55-6968-01A-11D-1945-08.3,0.408785298073
C509.TCGA-55-6978-01A-11D-1945-08.3,0.471537427163
C509.TCGA-55-7994-01A-11D-2184-08.1,0.372030479606
C509.TCGA-55-8085-01A-11D-2238-08.1,1.14746750336
C509.TCGA-55-8090-01A-11D-2238-08.1,0.846257283729
C509.TCGA-55-8299-01A-11D-2284-08.5,1.65486329
C509.TCGA-62-8395-01A-11D-2323-08.6,0.201703272075
C509.TCGA-69-7973-01A-11D-2184-08.1,0.441506051098
C509.TCGA-78-7155-01A-11D-2036-08.1,0.133572389063
C509.TCGA-80-5608-01A-31D-1945-08.5,21.2326311071
C509.TCGA-86-7711-01A-11D-2063-08.1,1.11340206186
C509.TCGA-86-8672-01A-21D-2393-08.2,1.72523532048
C509.TCGA-86-A456-01A-11D-A24D-08.2,0.3379650381
C509.TCGA-91-A4BD-01A-11D-A24D-08.1,1.78843567907
C509.TCGA-95-7039-01A-11D-1945-08.3,0.435230838189
C509.TCGA-95-7947-01A-11D-2184-08.1,0.67727476468
C509.TCGA-95-A4VP-01A-21D-A25L-08.4,0.543254146123
C509.TCGA-97-A4M6-01A-11D-A24P-08.3,0.578664276109
C509.TCGA-MP-A4TJ-01A-51D-A25L-08.2,0.441954280592
C529.TCGA-CH-5750-01A-11D-1576-08.4,3.27386822053
C529.TCGA-CH-5792-01A-11D-1576-08.8,8.63872702824
C529.TCGA-EJ-5508-01A-02D-1576-08.4,1.36216943075
C529.TCGA-EJ-5517-01A-01D-1576-08.4,1.11922904527
C529.TCGA-EJ-5518-01A-01D-1576-08.8,1.24966382788
C529.TCGA-EJ-5530-01A-01D-1576-08.9,1.35589421784
C529.TCGA-EJ-7312-01B-21D-A32B-08.4,31.8816674137
C529.TCGA-EJ-7315-01A-31D-2114-08.1,3.76333482743
C529.TCGA-EJ-7331-01A-11D-2114-08.1,0.741819811744
C529.TCGA-EJ-7788-01A-11D-2114-08.1,0.678171223667
C529.TCGA-EJ-8470-01A-11D-2395-08.2,1.52084267145
C529.TCGA-G9-6347-01A-11D-A31L-08.3,1.05333930973
C529.TCGA-G9-6361-01A-21D-1961-08.2,0.781264007172
C529.TCGA-HC-7080-01A-11D-1961-08.2,0.814432989691
C529.TCGA-HC-7211-01A-11D-2114-08.2,2.29762438368
C529.TCGA-HC-7740-01A-11D-2114-08.1,0.506499327656
C529.TCGA-HC-7744-01A-11D-2114-08.1,8.24473330345
C529.TCGA-HC-7748-01A-11D-2114-08.2,0.367548184671
C529.TCGA-HC-A632-01A-11D-A29Q-08.2,1.44733303451
C529.TCGA-HC-A6AQ-01A-11D-A30E-08.1,4.64903630659
C529.TCGA-HC-A76X-01A-11D-A33T-08.1,0.30479605558
C529.TCGA-J4-A83I-01A-11D-A364-08.1,0.67861945316
C529.TCGA-J4-A83N-01A-11D-A34U-08.1,0.647243388615
C529.TCGA-J9-A52C-01A-11D-A26M-08.4,0.644554011654
C529.TCGA-KK-A59X-01A-11D-A29Q-08.2,1.31824294039
C529.TCGA-KK-A6E0-01A-11D-A30X-08.1,0.606454504706
C529.TCGA-KK-A7AQ-01A-11D-A33T-08.1,0.540116539668
C529.TCGA-KK-A7B2-01A-12D-A32B-08.2,0.948901837741
C529.TCGA-KK-A8I4-01A-11D-A364-08.1,0.407440609592
C529.TCGA-KK-A8I6-01A-11D-A364-08.1,0.306588973554
C529.TCGA-KK-A8IA-01A-11D-A364-08.2,0.405199462125
C529.TCGA-KK-A8IH-01A-11D-A364-08.1,0.5723890632
C529.TCGA-KK-A8II-01A-11D-A364-08.1,0.506499327656
C529.TCGA-V1-A8MM-01A-11D-A377-08.1,0.371134020619
C529.TCGA-V1-A8WS-01A-11D-A377-08.3,0.679067682654
C529.TCGA-V1-A8WW-01A-11D-A377-08.1,0.669206633797
C529.TCGA-VN-A88R-01A-11D-A364-08.1,0.542805916629
C529.TCGA-VP-A876-01A-11D-A34U-08.2,0.371134020619
C529.TCGA-VP-A879-01A-11D-A34U-08.1,0.640968175706
C529.TCGA-XK-AAJU-01A-11D-A41K-08.2,0.86553115195
C529.TCGA-YL-A8S9-01A-11D-A377-08.1,0.437023756163
C529.TCGA-YL-A8SB-01A-31D-A377-08.1,0.71313312416
C529.TCGA-YL-A9WI-01A-11D-A377-08.1,0.30479605558
C662.TCGA-44-6146-01A-21D-A27T-08.2,2.64007171672
C662.TCGA-44-6147-01A-21D-A27T-08.2,6.76378305693
C662.TCGA-44-6148-01A-11D-1753-08.4,0.305692514567
C662.TCGA-50-5931-01A-11D-1753-08.4,0.204392649036
C662.TCGA-50-5946-01A-11D-1753-08.4,0.100403406544
C662.TCGA-50-6592-01A-11D-1753-08.4,0.407888839086
C662.TCGA-55-6543-01A-11D-1753-08.4,0.985208426714
C662.TCGA-75-5126-01A-01D-1753-08.4,0.3034513671
C828.TCGA-BF-A1Q0-01A-21D-A19A-08.2,0.576423128642
C828.TCGA-BF-A3DM-01A-11D-A20D-08.1,1.38458090542
C828.TCGA-BF-A9VF-01A-11D-A372-08.2,0.735096369341
C828.TCGA-BF-AAP8-01A-11D-A401-08.1,1.07709547288
C828.TCGA-D3-A5GT-01A-12D-A30X-08.1,0.610040340654
C828.TCGA-D9-A3Z4-01A-11D-A23B-08.1,0.674137158225
C828.TCGA-EB-A24C-01A-11D-A197-08.2,0.236665172568
C828.TCGA-EB-A3XE-01A-12D-A23B-08.1,0.64410578216
C828.TCGA-EB-A3XF-01A-31D-A23B-08.1,2.94935006723
C828.TCGA-EB-A430-01A-11D-A24R-08.3,0.845809054236
C828.TCGA-EB-A431-01A-11D-A25O-08.2,0.701479157329
C828.TCGA-EB-A44O-01A-11D-A25O-08.2,0.442402510085
C828.TCGA-EB-A44O-01A-11D-A25O-08.3,0.576423128642
C828.TCGA-EB-A4IS-01A-21D-A25O-08.3,0.676378305693
C828.TCGA-EB-A4OY-01A-11D-A25O-08.2,0.540116539668
C828.TCGA-EB-A4OY-01A-11D-A25O-08.3,0.60824742268
C828.TCGA-EB-A551-01A-21D-A27K-08.3,0.980726131779
C828.TCGA-EB-A6QY-01A-12D-A32N-08.3,31.9605558046
C828.TCGA-EB-A82C-01A-11D-A34U-08.1,0.840878529807
C828.TCGA-EB-A85J-01A-12D-A34U-08.1,0.442850739579
C828.TCGA-ER-A194-01A-11D-A197-08.1,0.237561631555
C828.TCGA-ER-A19T-01A-11D-A19A-08.3,0.37382339758
C828.TCGA-ER-A2NB-01A-12D-A196-08.1,0.338861497087
C828.TCGA-FR-A3R1-01A-11D-A23B-08.2,3.74047512326
C828.TCGA-FR-A728-01A-11D-A32N-08.3,27.6199013895
C828.TCGA-GF-A769-01A-32D-A32N-08.3,28.1546391753
C828.TCGA-GN-A269-01A-11D-A19A-08.1,0.373375168086
C828.TCGA-GN-A269-01A-11D-A19A-08.2,0.373375168086
C828.TCGA-GN-A4U5-01A-11D-A32N-08.3,31.8798744957
C828.TCGA-XV-AAZW-01A-12D-A401-08.1,0.437471985657
cd32bd44e21d16ff5ac1cae774368ff8,7.88570147916
cf48323806a5515f0eff69a4af8893c6,10.0183774092
d294375154b5e2554bb795980502c64e,2.67144778126
e58e58e0e927128a33224908df20d811,12.0506499328
e608ef703049b3e929b3947bde0c75ee,2.1792917974
f5db12575e685ca664acdd6e74f336ae,4.64545047064
f80f0641199eee19175f894acccc714f,10.5208426714
fd1c560de2891779674753ce2dca2827,2.93231734648
TCGA-A8-A095-01A-11W-A019-09_IlluminaGA-DNASeq_exome,12.1488121918
TCGA-AN-A0AT-01A-11D-A045-09_IlluminaGA-DNASeq_exome,2.57283729269
TCGA-AR-A1AK-01A-21D-A12Q-09_IlluminaGA-DNASeq_exome,2.61855670103
TCGA-B6-A0I8-01A-11W-A050-09_IlluminaGA-DNASeq_exome_1,4.70416853429
TCGA-C8-A1HM-01A-12D-A135-09_IlluminaGA-DNASeq_exome_1,2.80412371134
TCGA-E2-A15J-01A-11D-A12Q-09_IlluminaGA-DNASeq_exome,2.71134020619
TCGA-E2-A15R-01A-11D-A10Y-09_IlluminaGA-DNASeq_exome,2.18467055132
